TIME(s)	PID	COMM	LADDR	LPORT	RADDR	RPORT	TX_KB	RX_KB	MS	ATTACK
3251.935319	4178	TCP	75.127.97.72	80	192.168.56.1	53474	5.254000000000001	2.1460000000000004	234722.41699999996	1
3251.955368	4179	TCP	75.127.97.72	80	192.168.56.1	53475	5.254000000000001	2.1010000000000004	256406.68300000016	1
3251.975553	4180	TCP	75.127.97.72	80	192.168.56.1	53476	5.254000000000001	2.1290000000000004	250730.56799999994	1
3251.995767	4181	TCP	75.127.97.72	80	192.168.56.1	53477	5.254000000000001	2.0320000000000005	253808.3630000001	1
3252.015951	4182	TCP	75.127.97.72	80	192.168.56.1	53478	5.254000000000001	2.064	255234.25799999994	1
3252.036009	4183	TCP	75.127.97.72	80	192.168.56.1	53479	5.254000000000001	2.096	182676.26700000028	1
3252.056203	4184	TCP	75.127.97.72	80	192.168.56.1	53480	5.254000000000001	2.1530000000000005	254708.15399999992	1
3252.076442	4185	TCP	75.127.97.72	80	192.168.56.1	53481	5.254000000000001	2.1110000000000007	247853.02700000012	1
3252.096509	4186	TCP	75.127.97.72	80	192.168.56.1	53482	5.254000000000001	2.087	147055.19600000026	1
3252.116679	4187	TCP	75.127.97.72	80	192.168.56.1	53483	5.254000000000001	2.1420000000000003	174635.9599999996	1
3252.136862	4188	TCP	75.127.97.72	80	192.168.56.1	53484	5.254000000000001	2.1310000000000002	180532.3950000002	1
3252.156945	4189	TCP	75.127.97.72	80	192.168.56.1	53485	5.254000000000001	2.1630000000000003	229776.3329999998	1
3252.177139	4190	TCP	75.127.97.72	80	192.168.56.1	53486	5.254000000000001	2.0980000000000003	253352.0940000003	1
3252.19732	4191	TCP	75.127.97.72	80	192.168.56.1	53487	5.254000000000001	2.095	233120.55499999996	1
3252.217392	4192	TCP	75.127.97.72	80	192.168.56.1	53488	5.254000000000001	2.1430000000000002	238497.94800000018	1
3252.23761	4193	TCP	75.127.97.72	80	192.168.56.1	53489	5.254000000000001	2.1320000000000006	181081.64299999998	1
3252.257852	4194	TCP	75.127.97.72	80	192.168.56.1	53490	5.254000000000001	2.1670000000000007	228326.20999999973	1
3252.277963	4195	TCP	75.127.97.72	80	192.168.56.1	53491	5.254000000000001	2.9130000000000007	228650.752	1
3252.298133	4196	TCP	75.127.97.72	80	192.168.56.1	53492	5.254000000000001	2.943000000000001	148515.16199999014	1
3252.318341	4197	TCP	75.127.97.72	80	192.168.56.1	53493	5.188000000000001	2.076	146047.36000000002	1
3252.338487	4198	TCP	75.127.97.72	80	192.168.56.1	53494	5.188000000000001	2.1620000000000004	146064.21899999987	1
3252.35868	4199	TCP	75.127.97.72	80	192.168.56.1	53495	5.188000000000001	2.1040000000000005	146080.08900000004	1
3252.378972	4200	TCP	75.127.97.72	80	192.168.56.1	53496	5.188000000000001	2.0879999999999996	146098.602	1
3252.399057	4201	TCP	75.127.97.72	80	192.168.56.1	53497	5.188000000000001	2.0860000000000003	146113.3359999999	1
3252.419243	4202	TCP	75.127.97.72	80	192.168.56.1	53498	5.188000000000001	2.1660000000000004	146129.93500000038	1
3252.439443	4203	TCP	75.127.97.72	80	192.168.56.1	53499	5.188000000000001	2.1180000000000003	146146.52599999998	1
3252.45988	4204	TCP	75.127.97.72	80	192.168.56.1	53500	3.6210000000000004	1.9150000000000003	257990.6070000002	1
3252.480114	4205	TCP	75.127.97.72	80	192.168.56.1	53501	3.6210000000000004	1.9340000000000002	259110.87499999985	1
3252.500397	4206	TCP	75.127.97.72	80	192.168.56.1	53502	3.6210000000000004	2.0970000000000004	257996.75700000033	1
3252.520477	4207	TCP	75.127.97.72	80	192.168.56.1	53503	3.6210000000000004	2.042	259345.23499999978	1
3252.540559	4208	TCP	75.127.97.72	80	192.168.56.1	53504	3.6210000000000004	1.9280000000000002	260394.9739999998	1
3252.56077	4209	TCP	75.127.97.72	80	192.168.56.1	53505	3.6210000000000004	2.0260000000000002	259545.22499999986	1
3252.580991	4210	TCP	75.127.97.72	80	192.168.56.1	53506	3.6210000000000004	1.984	259331.85900000035	1
3252.601064	4211	TCP	75.127.97.72	80	192.168.56.1	53507	3.6210000000000004	2.027	260867.51000000004	1
3252.621275	4212	TCP	75.127.97.72	80	192.168.56.1	53508	3.6210000000000004	1.8910000000000002	258238.96700000024	1
3252.641498	4213	TCP	75.127.97.72	80	192.168.56.1	53509	3.6210000000000004	1.8990000000000002	259915.75599999988	1
3252.66158	4214	TCP	75.127.97.72	80	192.168.56.1	53510	2.051	1.855	219915.3190000002	1
3252.68167	4215	TCP	75.127.97.72	80	192.168.56.1	53511	2.051	3.1760000000000006	149406.9810000001	1
3252.701927	4216	TCP	75.127.97.72	80	192.168.56.1	53512	2.051	3.1229999999999998	207958.86999999994	1
3252.721329	4217	TCP	209.80.46.56	80	192.168.4.120	2927	1.1	0.375	339.8160000001553	1
3252.721994	4218	TCP	75.127.97.72	80	192.168.56.1	53513	2.051	1.9930000000000003	255186.21799999982	1
3252.742225	4219	TCP	75.127.97.72	80	192.168.56.1	53514	2.81	0.657	260401.94699999984	1
3252.74224	4220	TCP	75.127.97.72	80	192.168.56.1	53515	5.254000000000001	2.057000000000001	198342.52100000004	1
3252.762508	4221	TCP	75.127.97.72	80	192.168.56.1	53516	5.254000000000001	2.0100000000000002	250377.62900000007	1
3252.782546	4222	TCP	75.127.97.72	80	192.168.56.1	53517	5.254000000000001	1.9470000000000003	188528.52299999996	1
3252.802723	4223	TCP	75.127.97.72	80	192.168.56.1	53518	5.254000000000001	2.003	188825.29300000033	1
3252.822924	4224	TCP	75.127.97.72	80	192.168.56.1	53519	5.254000000000001	2.12	243439.69900000002	1
3252.843004	4225	TCP	75.127.97.72	80	192.168.56.1	53520	5.254000000000001	2.0290000000000004	146378.77000000025	1
3252.863207	4226	TCP	75.127.97.72	80	192.168.56.1	53521	5.254000000000001	1.9980000000000004	181823.40700000033	1
3253.018291	4227	TCP	64.94.107.26	80	192.168.4.120	2928	0.6480000000000001	0.367	105.81600000023172	1
3254.353323	4228	TCP	65.54.81.171	80	192.168.4.121	51392	0.407	0.9560000000000002	15077.764000000116	1
3255.470762	4229	TCP	64.87.26.194	80	192.168.2.110	1683	21.308999999999997	1.1820000000000006	178051.8900000002	1
3255.586984	4230	TCP	75.127.97.72	80	192.168.56.1	53522	1.919	1.0450000000000002	147365.33499999996	1
3258.166684	4231	TCP	75.127.97.72	80	192.168.56.1	53523	4.462	0.583	139555.78400000013	1
3261.29956	4232	TCP	75.127.97.72	80	192.168.56.1	53524	1.919	1.0450000000000002	137902.40900000028	1
3262.721563	4233	TCP	75.127.97.72	80	192.168.56.1	53525	4.462	0.583	137470.7290000001	1
3265.849078	4234	TCP	192.168.5.122	80	131,202,240,218	47215	1.108	0.454	31.610000000000582	0
3267.203485	4235	TCP	75.127.97.72	80	192.168.56.1	53526	1.919	1.036	132988.54600000003	1
3267.724283	4236	TCP	75.127.97.72	80	192.168.56.1	53527	4.462	0.583	133259.08100000015	1
3269.352819	4237	TCP	65.54.81.210	80	192.168.4.121	51393	0.40599999999999997	0.9560000000000002	15077.454999999645	0
3270.211105	4238	TCP	75.127.97.72	80	192.168.56.1	53528	2.183	1.2560000000000002	137830.51000000024	1
3272.7215	4239	TCP	75.127.97.72	80	192.168.56.1	53529	4.462	0.583	158380.37600000008	1
3273.017929	4240	TCP	174,133,126,130	80	192.168.4.120	2929	135.6879999999999	4.584	127602.28199999983	0
1581.003364	1314	TCP	69.192.16.80	80	192.168.2.110	3993	3.3930000000000002	0.516	100141.98499999997	0
1581.003459	1315	TCP	69.192.16.80	80	192.168.2.110	3994	3.3930000000000002	0.516	100140.66600000001	0
1581.083318	1316	TCP	69.84.133.138	80	192.168.2.110	3995	22.328999999999997	0.8460000000000003	357.8310000000329	0
1581.093066	1317	TCP	69.84.133.138	80	192.168.2.110	3996	22.328999999999997	0.8430000000000002	395.0560000000678	0
1581.399903	1318	TCP	69.84.133.138	80	192.168.2.110	3997	22.328999999999997	0.8460000000000003	346.0560000000896	0
1581.433959	1319	TCP	69.84.133.138	80	192.168.2.110	3998	22.328999999999997	0.8460000000000003	356.9709999999304	0
1582.373571	1320	TCP	192.168.5.122	80	192.168.4.120	2562	296.6580000000006	8.355999999999993	11685.36899999981	0
1582.386418	1321	TCP	192.168.5.122	80	192.168.4.120	2563	60.48400000000006	1.2290000000000005	11672.812999999906	0
1582.415549	1322	TCP	68,142,205,137	80	192.168.4.120	2564	0.7470000000000001	0.513	297.03300000005584	0
1582.669484	1323	TCP	68,142,205,137	80	192.168.4.120	2565	19.493	0.7330000000000001	642.0000000000528	0
1583.339451	1324	TCP	68,142,205,139	80	192.168.4.120	2566	333.15900000000124	7.119999999999982	2870.0039999998808	0
1583.433206	1325	TCP	207.241.148.88	80	192.168.4.120	2567	1.123	0.429	100122.17099999997	0
1583.586227	1326	TCP	207.241.148.80	80	192.168.4.120	2568	0.726	0.415	100110.052	0
1583.773156	1327	TCP	207.241.148.80	80	192.168.4.120	2569	91.32499999999999	2.6990000000000016	100845.03300000005	0
1584.436932	1328	TCP	206,123,111,173	80	192.168.4.120	2570	23.281999999999996	1.7790000000000006	138443.81799999997	0
1584.873049	1329	TCP	174,133,126,130	80	192.168.4.120	2571	143.92199999999997	4.397000000000002	51552.633000000016	0
1585.464281	1330	TCP	68,142,205,137	80	192.168.4.120	2572	0.687	0.429	203.1259999998838	0
1585.542573	1331	TCP	207.210.64.84	80	192.168.4.120	2573	19.91599999999999	1.1150000000000004	31163.317000000006	0
1585.667704	1332	TCP	68,142,205,137	80	192.168.4.120	2574	19.493	0.7090000000000001	736.5810000001147	0
1586.325305	1333	TCP	68,142,205,139	80	192.168.4.120	2575	333.15900000000124	7.5159999999999805	3925.0419999998485	0
1586.459378	1334	TCP	98.137.80.31	80	192.168.4.120	2576	96.58599999999998	4.346000000000002	54283.32499999988	0
1587.228825	1335	TCP	69.63.189.16	80	192.168.4.120	2577	1.8459999999999999	1.0540000000000003	154267.67700000005	0
1587.393469	1336	TCP	69.63.189.16	80	192.168.4.120	2578	45.91400000000002	1.7420000000000009	154290.1649999999	0
1589.398176	1337	TCP	65.54.81.62	80	192.168.4.121	51229	0.407	0.9560000000000002	15078.253000000132	0
1590.762714	1338	TCP	178.32.87.172	80	192.168.1.104	15931	87.17999999999999	2.532000000000002	169009.6000000001	0
1591.398589	1339	TCP	192.168.5.122	110	192.168.1.105	16825	1.042	0.497	15.180000000100335	0
1594.058076	1340	TCP	68,142,205,137	80	192.168.4.120	2579	17.525	0.7140000000000002	498.55600000000777	0
1594.058945	1341	TCP	192.168.5.122	80	192.168.4.120	2580	104.22399999999999	2.5780000000000007	100214.16599999998	0
1594.47213	1342	TCP	174.121.74.194	80	192.168.4.120	2581	4.092	0.8510000000000002	177734.70099999986	0
1604.398146	1343	TCP	65.54.81.171	80	192.168.4.121	51230	0.40599999999999997	0.9560000000000002	15070.656000000099	0
1616.635788	1344	TCP	207.210.64.84	80	192.168.4.120	2582	29.625999999999994	2.055000000000001	122775.50900000005	0
1619.647505	1345	TCP	65.54.81.210	80	192.168.4.121	51231	0.407	0.9560000000000002	19820.768000000044	0
1634.396907	1346	TCP	65.54.81.171	80	192.168.4.121	51232	0.407	0.9560000000000002	15077.307999999903	0
1636.353813	1347	TCP	174,133,126,130	80	192.168.4.120	2583	143.78399999999996	4.507999999999999	126447.16300000004	0
1636.509558	1348	TCP	68,142,205,137	80	192.168.4.120	2584	0.687	0.429	151.6070000000127	0
1636.661364	1349	TCP	68,142,205,137	80	192.168.4.120	2585	19.493	0.7690000000000001	513.349000000062	0
1637.101874	1350	TCP	68,142,205,139	80	192.168.4.120	2586	333.15900000000124	7.455999999999981	3694.099999999935	0
1637.768655	1351	TCP	192.168.5.122	110	192.168.2.112	4942	1.042	0.499	16.191999999819018	0
1640.7071	1352	TCP	98.137.80.31	80	192.168.4.120	2587	48.28900000000002	2.5180000000000016	128452.97800000003	0
1649.396447	1353	TCP	65.54.81.62	80	192.168.4.121	51233	0.407	0.9560000000000002	15078.54099999986	0
1656.357163	1354	TCP	192.168.5.122	143	192.168.1.103	1760	3.796000000000001	1.1830000000000003	25.343000000020766	0
1656.384919	1355	TCP	192.168.5.122	143	192.168.1.103	1761	5.126000000000001	1.149	25.132999999868844	0
1664.396226	1356	TCP	65.54.81.30	80	192.168.4.121	51234	0.46699999999999997	0.9560000000000002	15031.54799999993	0
1664.838472	1357	TCP	85.17.154.19	80	192.168.1.104	15932	28.25800000000001	3.121000000000001	120323.6710000001	0
1670.271389	1358	TCP	192.168.5.122	110	192.168.2.108	1278	1.042	0.497	15.9000000001015	0
1673.650663	1359	TCP	192.168.1.101	139	192.168.1.102	2405	1.2670000000000001	1.593	8.837000000085027	0
1679.395892	1360	TCP	65.54.81.30	80	192.168.4.121	51235	0.407	0.9560000000000002	15077.395999999908	0
1694.395552	1361	TCP	65.54.81.24	80	192.168.4.121	51236	0.407	0.9560000000000002	15077.011000000084	0
1701.660681	1362	TCP	209.237.150.20	80	192.168.2.113	4542	2.7550000000000003	0.7460000000000002	174489.1889999999	0
1709.394864	1363	TCP	65.54.81.62	80	192.168.4.121	51237	0.46699999999999997	0.9560000000000002	15031.47899999999	0
1721.721995	1364	TCP	192.168.5.122	110	192.168.4.119	4567	1.042	0.499	16.43899999999121	0
1724.394714	1365	TCP	65.54.81.62	80	192.168.4.121	51238	0.46699999999999997	0.9560000000000002	15035.632000000078	0
1727.017807	1366	TCP	67.220.214.51	80	192.168.2.110	3999	37.122	1.1420000000000006	848.3450000001085	0
1727.768207	1367	TCP	67.220.214.51	80	192.168.2.110	4000	2.313	0.41	319.5699999998851	0
1728.055501	1368	TCP	67.220.214.50	80	192.168.2.110	4001	2.4570000000000003	0.464	320.5920000000333	0
1728.811642	1369	TCP	67.220.214.51	80	192.168.2.110	4002	4.473	0.453	325.7210000001578	0
1737.893484	1370	TCP	178.32.87.172	80	192.168.1.104	15933	19.448999999999998	1.2580000000000005	159030.69700000016	0
1739.397425	1371	TCP	65.54.81.62	80	192.168.4.121	51239	0.407	0.9560000000000002	15074.238999999807	0
1744.922232	1372	TCP	207.46.216.54	80	192.168.4.121	51240	3.3720000000000003	3.898	117180.91300000015	0
1745.190814	1373	TCP	8.12.202.126	80	192.168.4.121	51241	30.74099999999999	1.3860000000000008	10368.118999999979	0
1753.502309	1374	TCP	208,113,162,153	80	192.168.1.103	1762	98.48299999999996	2.942000000000002	154008.918	0
1753.651983	1375	TCP	72.47.249.39	80	192.168.1.103	1763	27.636999999999993	0.9580000000000004	734.0019999999186	0
1754.266016	1376	TCP	72.47.249.39	80	192.168.1.103	1764	7.138	0.486	522.9500000000371	0
1754.393897	1377	TCP	65.54.81.171	80	192.168.4.121	51242	0.40599999999999997	0.9560000000000002	15077.76100000001	0
1754.635502	1378	TCP	192.168.2.113	139	192.168.2.112	4943	1.2670000000000001	1.595	8.084999999937281	0
1754.675253	1379	TCP	72.47.249.39	80	192.168.1.103	1765	8.321000000000002	0.546	567.3529999999118	0
1755.137112	1380	TCP	72.47.249.39	80	192.168.1.103	1766	5.468999999999999	0.486	443.30200000013065	0
1755.475057	1381	TCP	72.47.249.39	80	192.168.1.103	1767	8.235000000000001	0.546	556.034999999838	0
1755.927513	1382	TCP	72.47.249.39	80	192.168.1.103	1768	6.178	0.486	445.39499999996224	0
1755.982943	1383	TCP	192.168.5.122	110	192.168.2.106	3188	1.042	0.497	15.147000000069966	0
1756.266231	1384	TCP	72.47.249.39	80	192.168.1.103	1769	7.6819999999999995	0.486	451.4569999998912	0
1756.613154	1385	TCP	72.47.249.39	80	192.168.1.103	1770	8.167000000000002	0.546	555.2500000001146	0
1757.063528	1386	TCP	72.47.249.39	80	192.168.1.103	1771	7.412	0.486	448.142000000189	0
1757.794953	1387	TCP	192.168.5.122	110	192.168.2.112	4944	1.042	0.499	15.017999999827225	0
1761.73573	1388	TCP	8.12.202.126	80	192.168.4.121	51243	63.52000000000006	2.526000000000001	11244.711999999936	0
1762.997189	1389	TCP	74,220,195,150	80	192.168.3.115	3883	0.931	0.43	3277.713000000176	0
1765.391153	1390	TCP	192.168.5.122	80	131,202,240,218	37777	1.108	0.454	31.586000000061176	0
1766.136976	1391	TCP	209.62.20.200	80	192.168.1.101	4231	41.96200000000001	1.4710000000000008	729.5500000000175	0
1766.188459	1392	TCP	74,220,195,150	443	192.168.3.115	3884	9.714000000000002	1.1260000000000001	590.6970000000911	0
1766.319753	1393	TCP	205.178.187.13	80	192.168.1.101	4233	0.422	0.37	70897.08900000005	0
1766.442486	1394	TCP	205.178.187.11	80	192.168.1.101	4234	2.633	0.382	12395.492000000104	0
1766.802763	1395	TCP	209.62.20.200	80	192.168.1.101	4235	2.552	0.453	225.6600000000617	0
1766.955378	1396	TCP	209.62.20.200	80	192.168.1.101	4238	0.786	0.392	229.44299999994655	0
1767.10606	1397	TCP	209.62.20.200	80	192.168.1.101	4239	0.8560000000000001	0.398	227.15500000003885	0
1767.26213	1398	TCP	209.62.20.200	80	192.168.1.101	4240	0.8560000000000001	0.398	221.7399999999543	0
1767.412976	1399	TCP	209.62.20.200	80	192.168.1.101	4243	0.6840000000000002	0.399	220.5589999998665	0
1767.562854	1400	TCP	209.62.20.200	80	192.168.1.101	4244	0.683	0.399	220.57700000004843	0
1767.712	1401	TCP	209.62.20.200	80	192.168.1.101	4245	1.31	0.392	223.08399999997164	0
1769.393267	1402	TCP	65.54.81.210	80	192.168.4.121	51244	0.407	0.9560000000000002	15077.412000000095	0
1781.344429	1403	TCP	8.12.202.126	80	192.168.4.121	51245	0.9790000000000001	0.7260000000000002	162.82999999998538	0
1781.486626	1404	TCP	142.166.14.78	80	192.168.4.121	51246	40.819	1.3880000000000008	60616.92500000004	0
1782.015581	1405	TCP	8.12.202.126	80	192.168.4.121	51247	22.514999999999993	1.2060000000000006	10354.917999999998	0
1784.393273	1406	TCP	65.54.81.171	80	192.168.4.121	51248	0.407	0.9560000000000002	15076.428000000078	0
1796.002398	1407	TCP	64.94.104.143	80	192.168.2.110	4003	42.17600000000001	1.4030000000000007	137309.3779999999	0
1796.028376	1408	TCP	12.129.19.128	80	192.168.2.110	4004	55.033999999999985	2.2340000000000013	105719.38399999999	0
