A;29;TCP;192.168.1.104;192.168.5.122;15838;22;0;12.2647;0.6064229999999995
A;30;TCP;192.168.2.106;192.168.2.113;2983;139;0;13.203808;0.9391080000000009
X;30;TCP;192.168.2.106;192.168.2.113;2983;139;0;13.610323;0.40651499999999885
A;31;TCP;192.168.4.119;82.98.86.181;4474;80;0;14.484971;0.8746480000000005
X;7;TCP;192.168.4.121;65.54.81.171;51062;80;0;15.605463;1.1204920000000005
X;28;TCP;192.168.1.101;192.168.5.122;4177;22;0;15.89896;0.29349700000000034
A;32;TCP;192.168.1.101;192.168.5.122;4178;22;0;15.904686;0.005725999999999232
A;33;TCP;192.168.1.104;63,245,209,116;15827;443;0;15.967415;0.06272900000000092
A;34;TCP;192.168.1.104;209.85.24.58;15829;80;0;15.967449;3.399999999942338E-5
A;35;TCP;192.168.1.104;209.85.24.58;15830;80;0;15.967569;1.1999999999900979E-4
A;36;TCP;192.168.4.119;72.11.132.253;4473;80;0;16.016126;0.04855700000000063
A;37;TCP;192.168.1.103;209.85.24.58;1698;80;0;16.59468;0.5785540000000005
A;38;TCP;192.168.4.121;65.54.81.171;51064;80;0;16.699779;0.10509899999999917
A;39;IMAP;192.168.5.122;192.168.2.111;143;1112;0;17.474235;0.7744560000000007
A;40;HTTP;192.168.4.119;124.198.191.30;4476;80;0;17.547385;0.07314999999999827
A;41;TCP;192.168.1.103;68,178,254,168;1699;80;0;17.860218;0.31283300000000125
X;24;TCP;192.168.4.121;192.168.5.122;51063;22;0;18.687728;0.8275100000000002
A;42;TCP;192.168.1.102;192.168.5.122;2391;22;0;19.19743;0.5097020000000008
A;43;TCP;192.168.4.119;82.98.86.183;4492;80;0;19.658254;0.4608239999999988
A;44;TCP;192.168.4.119;82.98.86.181;4493;80;0;19.659344;0.0010900000000013677
A;45;HTTP;192.168.4.119;142.166.14.70;4488;80;0;20.344775;0.6854309999999977
X;32;TCP;192.168.1.101;192.168.5.122;4178;22;0;21.23828;0.8935050000000011
A;46;TCP;192.168.1.101;192.168.5.122;4179;22;0;21.238908;6.279999999989627E-4
X;29;TCP;192.168.1.104;192.168.5.122;15838;22;0;23.201761;1.9628530000000026
A;47;TCP;192.168.3.115;192.168.5.122;3707;80;0;23.227601;0.025839999999998753
X;47;TCP;192.168.3.115;192.168.5.122;3707;80;0;23.228108;5.06999999998925E-4
A;48;TCP;192.168.1.104;192.168.5.122;15839;22;0;23.436228;0.20812000000000097
X;13;TCP;192.168.2.110;91,195,240,124;3905;80;0;23.714959;0.2787310000000005
A;49;TCP;192.168.2.110;192.168.2.113;3925;139;0;23.809878;0.09491900000000086
X;49;TCP;192.168.2.110;192.168.2.113;3925;139;0;24.621545;0.8116669999999999
X;42;TCP;192.168.1.102;192.168.5.122;2391;22;0;24.630638;0.009093000000000018
A;50;TCP;192.168.1.102;192.168.5.122;2392;22;0;24.633026;0.0023879999999998347
X;25;TCP;192.168.2.110;82.98.86.183;3915;80;0;25.24613;0.6131039999999999
A;51;IMAP;192.168.5.122;192.168.1.104;143;1452;0;26.422388;1.1762580000000007
X;46;TCP;192.168.1.101;192.168.5.122;4179;22;0;26.602909;0.18052099999999882
A;52;TCP;192.168.1.101;192.168.5.122;4180;22;0;26.60369;7.809999999999206E-4
A;53;TCP;72.233.44.61;192.168.3.115;80;3817;0;26.930207;0.32651699999999906
A;54;TCP;192.168.4.118;68.142.231.17;4483;80;0;28.524649;1.5944420000000008
X;54;TCP;192.168.4.118;68.142.231.17;4483;80;0;28.813499;0.28885000000000005
A;55;TCP;192.168.4.118;142.166.14.86;4484;80;0;28.820086;0.0065869999999996764
A;56;TCP;192.168.1.103;209.85.24.58;1701;80;0;28.844202;0.02411599999999936
X;1;HTTP;12.180.55.140;192.168.3.115;80;3816;0;29.844093;0.9998910000000016
X;50;TCP;192.168.1.102;192.168.5.122;2392;22;0;29.949341;0.10524799999999956
A;57;TCP;192.168.1.102;192.168.5.122;2393;22;0;29.951024;0.001682999999999879
X;23;TCP;192.168.2.110;213.155.64.209;3910;80;0;30.824005;0.8729809999999993
A;58;TCP;192.168.4.121;65.54.81.171;51065;80;0;31.215331;0.3913259999999994
X;38;TCP;192.168.4.121;65.54.81.171;51064;80;0;31.248203;0.03287200000000112
A;59;TCP;192.168.4.118;203.84.202.164;4485;80;0;31.477846;0.22964299999999938
X;33;TCP;192.168.1.104;63,245,209,116;15827;443;0;31.701217;0.2233710000000002
X;52;TCP;192.168.1.101;192.168.5.122;4180;22;0;31.94107;0.2398530000000001
A;60;TCP;192.168.1.101;192.168.5.122;4181;22;0;31.941701;6.309999999984939E-4
A;61;TCP;192.168.4.118;69.147.125.65;4486;80;0;32.900939;0.9592380000000027
X;19;TCP;192.168.2.110;192.91.247.25;3913;80;0;33.120771;0.2198319999999967
A;62;TCP;192.168.4.121;192.168.5.122;51066;22;0;34.574383;1.4536119999999997
A;63;TCP;192.168.4.118;98.137.80.50;4487;80;0;34.615442;0.041059000000004175
X;59;TCP;192.168.4.118;203.84.202.164;4485;80;0;34.843426;0.2279839999999993
X;57;TCP;192.168.1.102;192.168.5.122;2393;22;0;35.323244;0.47981800000000163
A;64;TCP;192.168.1.102;192.168.5.122;2394;22;0;35.324026;7.820000000009486E-4
A;65;TCP;192.168.2.106;192.168.5.122;2984;80;0;35.609402;0.2853759999999994
A;66;TCP;192.168.2.113;192.168.5.122;4491;22;0;35.710739;0.1013369999999938
A;67;TCP;192.168.4.119;91,195,240,124;4466;80;0;35.811939;0.10120000000000573
X;67;TCP;192.168.4.119;91,195,240,124;4466;80;0;35.811939;0.0
A;68;TCP;192.168.1.103;192.168.5.122;1702;80;0;36.454152;0.6422129999999981
X;68;TCP;192.168.1.103;192.168.5.122;1702;80;0;36.454152;0.0
A;69;TCP;192.168.2.106;12.180.55.140;2985;80;0;36.578079;0.1239270000000019
X;48;TCP;192.168.1.104;192.168.5.122;15839;22;0;36.765249;0.18716999999999473
A;70;TCP;192.168.1.104;192.168.5.122;15840;22;0;37.170149;0.4049000000000049
A;71;TCP;192.168.2.106;69.192.16.128;2986;80;0;37.276836;0.10668700000000086
A;72;TCP;192.168.1.103;192.168.5.122;1705;22;0;37.46967;0.19283399999999773
X;60;TCP;192.168.1.101;192.168.5.122;4181;22;0;37.801395;0.3317249999999987
A;73;TCP;192.168.1.101;192.168.5.122;4182;22;0;37.917353;0.11595799999999912
A;74;MSNMS;192.168.4.121;65.54.189.84;51723;1863;0;39.683093;1.765740000000001
A;75;TCP;192.168.2.106;12.180.55.140;2987;80;0;40.171918;0.4888249999999985
X;64;TCP;192.168.1.102;192.168.5.122;2394;22;0;40.631127;0.4592090000000013
A;76;TCP;192.168.1.102;192.168.5.122;2395;22;0;40.631846;7.190000000036889E-4
A;77;TCP;192.168.2.106;208.111.160.6;2988;80;0;40.843571;0.21172499999999417
X;77;TCP;192.168.2.106;208.111.160.6;2988;80;0;40.973076;0.12950500000000176
X;66;TCP;192.168.2.113;192.168.5.122;4491;22;0;41.109862;0.13678600000000074
A;78;TCP;192.168.2.113;192.168.5.122;4492;22;0;41.111518;0.0016559999999969932
A;79;TCP;192.168.2.106;208,111,161,254;2989;80;0;41.362344;0.25082600000000355
X;79;TCP;192.168.2.106;208,111,161,254;2989;80;0;41.714594;0.35224999999999795
A;80;TCP;192.168.2.106;208.111.160.6;2990;80;0;42.148222;0.4336279999999988
A;81;TCP;192.168.4.119;72.11.132.253;4494;80;0;42.218453;0.07023099999999971
A;82;TCP;192.168.4.119;82.98.86.181;4478;80;0;42.249166;0.030713000000005763
A;83;TCP;192.168.4.119;82.98.86.181;4479;80;0;42.249315;1.490000000003988E-4
A;84;TCP;192.168.4.119;142.166.14.71;4475;80;0;42.249468;1.529999999974052E-4
X;84;TCP;192.168.4.119;142.166.14.71;4475;80;0;42.265193;0.015724999999996214
X;80;TCP;192.168.2.106;208.111.160.6;2990;80;0;42.290244;0.02505100000000482
X;43;TCP;192.168.4.119;82.98.86.183;4492;80;0;42.420163;0.129919000000001
X;62;TCP;192.168.4.121;192.168.5.122;51066;22;0;42.504616;0.08445299999999634
A;85;TCP;192.168.2.106;208,111,161,254;2991;80;0;42.687403;0.1827870000000047
X;72;TCP;192.168.1.103;192.168.5.122;1705;22;0;42.947821;0.26041799999999427
A;86;TCP;192.168.1.103;192.168.5.122;1706;22;0;42.950196;0.002375000000000682
A;87;TCP;192.168.2.106;208,111,161,254;2992;80;0;43.046119;0.09592299999999909
A;88;TCP;192.168.4.121;192.168.5.122;51067;22;0;43.152211;0.10609200000000385
X;87;TCP;192.168.2.106;208,111,161,254;2992;80;0;43.178934;0.026722999999996944
X;73;TCP;192.168.1.101;192.168.5.122;4182;22;0;43.298402;0.11946800000000479
A;89;TCP;192.168.1.101;192.168.5.122;4183;22;0;43.311654;0.013251999999994268
A;90;TCP;192.168.2.106;208.111.160.6;2993;80;0;43.565963;0.25430900000000634
X;90;TCP;192.168.2.106;208.111.160.6;2993;80;0;43.699091;0.13312799999999925
A;91;TCP;192.168.2.106;208.111.160.6;2994;80;0;43.898492;0.1994009999999946
X;91;TCP;192.168.2.106;208.111.160.6;2994;80;0;44.072614;0.1741220000000041
A;92;TCP;192.168.2.106;208.111.160.6;2995;80;0;44.271733;0.19911899999999605
X;92;TCP;192.168.2.106;208.111.160.6;2995;80;0;44.472867;0.20113400000000325
A;93;TCP;192.168.2.106;208,111,161,254;2996;80;0;44.765792;0.29292499999999677
A;94;TCP;192.168.2.106;208,111,161,254;2997;80;0;44.92163;0.1558380000000028
X;93;TCP;192.168.2.106;208,111,161,254;2996;80;0;44.934063;0.01243300000000147
A;95;TCP;192.168.4.118;140.211.15.16;4488;80;0;45.223199;0.28913599999999917
X;85;TCP;192.168.2.106;208,111,161,254;2991;80;0;45.235623;0.012423999999995772
A;96;TCP;192.168.2.106;208.111.160.6;2998;80;0;45.285838;0.05021500000000145
X;96;TCP;192.168.2.106;208.111.160.6;2998;80;0;45.445007;0.15916899999999856
X;94;TCP;192.168.2.106;208,111,161,254;2997;80;0;45.575657;0.13065000000000282
A;97;TCP;192.168.2.106;208.111.160.6;2999;80;0;45.643364;0.06770699999999863
A;98;TCP;192.168.2.106;208.111.160.6;3000;80;0;45.774515;0.13115100000000268
X;97;TCP;192.168.2.106;208.111.160.6;2999;80;0;45.793019;0.018504000000000076
X;76;TCP;192.168.1.102;192.168.5.122;2395;22;0;45.987407;0.19438799999999645
A;99;TCP;192.168.1.102;192.168.5.122;2396;22;0;45.991791;0.00438400000000172
X;58;TCP;192.168.4.121;65.54.81.171;51065;80;0;46.292146;0.30035500000000326
X;98;TCP;192.168.2.106;208.111.160.6;3000;80;0;46.31096;0.018813999999998998
A;100;TCP;192.168.2.106;208.111.160.6;3001;80;0;46.534825;0.22386499999999643
X;78;TCP;192.168.2.113;192.168.5.122;4492;22;0;46.557411;0.022586000000003992
A;101;TCP;192.168.2.113;192.168.5.122;4493;22;0;46.559037;0.0016259999999945762
A;102;TCP;192.168.4.121;65.54.81.117;51068;80;0;46.589614;0.030577000000000965
A;103;TCP;192.168.4.121;65.54.81.171;51069;80;0;46.683461;0.09384700000000379
A;104;TCP;192.168.4.118;140.211.15.15;4489;80;0;46.750198;0.06673699999999627
X;100;TCP;192.168.2.106;208.111.160.6;3001;80;0;47.191911;0.441713
A;105;TCP;192.168.2.106;208,111,161,254;3002;80;0;47.428211;0.23629999999999995
A;106;TCP;192.168.2.107;65.55.184.16;2479;443;0;47.655859;0.22764800000000207
X;106;TCP;192.168.2.107;65.55.184.16;2479;443;0;47.895484;0.23962500000000375
X;105;TCP;192.168.2.106;208,111,161,254;3002;80;0;48.08233;0.18684599999999563
A;107;TCP;192.168.2.106;208,111,161,254;3003;80;0;48.280736;0.19840599999999853
X;86;TCP;192.168.1.103;192.168.5.122;1706;22;0;48.345452;0.06471600000000421
A;108;TCP;192.168.1.103;192.168.5.122;1707;22;0;48.346489;0.001036999999996624
X;12;TCP;192.168.2.110;212,227,116,171;3917;80;0;48.541909;0.1954199999999986
X;89;TCP;192.168.1.101;192.168.5.122;4183;22;0;48.596825;0.05491600000000574
A;109;TCP;192.168.1.101;192.168.5.122;4184;22;0;48.599518;0.0026930000000007226
X;107;TCP;192.168.2.106;208,111,161,254;3003;80;0;48.945776;0.34625799999999884
A;110;TCP;192.168.2.106;208,111,161,254;3004;80;0;49.030705;0.08492899999999537
X;110;TCP;192.168.2.106;208,111,161,254;3004;80;0;49.762028;0.7313230000000033
A;111;TCP;192.168.2.106;208,111,161,254;3005;80;0;49.991511;0.22948300000000188
X;88;TCP;192.168.4.121;192.168.5.122;51067;22;0;51.042757;1.051245999999999
X;70;TCP;192.168.1.104;192.168.5.122;15840;22;0;51.044498;0.0017409999999955517
A;112;TCP;192.168.4.121;192.168.5.122;51070;22;0;51.120901;0.07640300000000622
A;113;TCP;192.168.1.104;192.168.5.122;15841;22;0;51.24777;0.12686899999999923
X;99;TCP;192.168.1.102;192.168.5.122;2396;22;0;51.2819;0.03412999999999755
A;114;TCP;192.168.1.102;192.168.5.122;2397;22;0;51.282588;6.879999999966913E-4
X;111;TCP;192.168.2.106;208,111,161,254;3005;80;0;51.654841;0.3722530000000006
A;115;TCP;192.168.2.106;208.111.160.6;3006;80;0;51.857504;0.20266300000000115
X;101;TCP;192.168.2.113;192.168.5.122;4493;22;0;51.943855;0.08635100000000051
A;116;TCP;192.168.2.113;192.168.5.122;4494;22;0;51.945408;0.0015530000000012478
X;115;TCP;192.168.2.106;208.111.160.6;3006;80;0;53.507651;1.5622430000000023
A;117;TCP;192.168.2.106;208,111,161,254;3007;80;0;53.706123;0.19847199999999532
X;108;TCP;192.168.1.103;192.168.5.122;1707;22;0;53.718456;0.012333000000005256
A;118;TCP;192.168.1.103;192.168.5.122;1708;22;0;53.719255;7.989999999935549E-4
X;109;TCP;192.168.1.101;192.168.5.122;4184;22;0;53.961569;0.24231400000000036
X;117;TCP;192.168.2.106;208,111,161,254;3007;80;0;54.366127;0.4045580000000015
X;31;TCP;192.168.4.119;82.98.86.181;4474;80;0;54.514076;0.1479490000000041
A;119;TCP;192.168.2.106;208,111,161,254;3008;80;0;54.569799;0.05572300000000041
X;119;TCP;192.168.2.106;208,111,161,254;3008;80;0;55.224819;0.6550199999999933
A;120;TCP;192.168.2.106;208,111,161,254;3009;80;0;55.43373;0.2089110000000005
X;120;TCP;192.168.2.106;208,111,161,254;3009;80;0;55.91913;0.4854000000000056
A;121;TCP;192.168.2.106;208,111,161,254;3010;80;0;56.117589;0.19845899999999972
X;114;TCP;192.168.1.102;192.168.5.122;2397;22;0;56.659157;0.541567999999998
A;122;TCP;192.168.1.102;192.168.5.122;2398;22;0;56.664889;0.005732000000001847
X;121;TCP;192.168.2.106;208,111,161,254;3010;80;0;56.677651;0.012761999999995055
A;123;TCP;192.168.2.106;208.111.160.6;3011;80;0;56.876507;0.19885599999999926
X;116;TCP;192.168.2.113;192.168.5.122;4494;22;0;57.329561;0.4530540000000016
A;124;TCP;192.168.2.113;192.168.5.122;4495;22;0;57.331026;0.0014650000000031582
X;123;TCP;192.168.2.106;208.111.160.6;3011;80;0;57.531627;0.20060099999999892
X;36;TCP;192.168.4.119;72.11.132.253;4473;80;0;57.576416;0.04478900000000152
A;125;TCP;192.168.2.106;208,111,161,254;3012;80;0;57.731605;0.15518900000000002
X;125;TCP;192.168.2.106;208,111,161,254;3012;80;0;58.183464;0.4518589999999989
A;126;TCP;192.168.4.118;74.86.133.140;4490;80;0;58.393349;0.20988499999999988
A;127;TCP;192.168.4.118;140.211.15.9;4491;80;0;58.504456;0.11110699999999696
A;128;TCP;192.168.2.106;208.111.160.6;3013;80;0;58.540694;0.03623800000000443
A;129;TCP;192.168.4.118;209.17.73.20;4492;80;0;58.733353;0.19265899999999903
X;118;TCP;192.168.1.103;192.168.5.122;1708;22;0;59.026253;0.29289999999999594
A;130;TCP;192.168.1.103;192.168.5.122;1709;22;0;59.026902;6.490000000027862E-4
X;40;HTTP;192.168.4.119;124.198.191.30;4476;80;0;59.107657;0.08075500000000346
X;112;TCP;192.168.4.121;192.168.5.122;51070;22;0;59.158408;0.050750999999998214
X;128;TCP;192.168.2.106;208.111.160.6;3013;80;0;59.29238;0.13397199999999998
A;131;TCP;192.168.2.106;208,111,161,254;3014;80;0;59.486928;0.1945479999999975
X;131;TCP;192.168.2.106;208,111,161,254;3014;80;0;59.944839;0.45791100000000284
A;132;TCP;192.168.2.106;208.111.160.6;3015;80;0;60.2337;0.28886099999999715
A;133;TCP;192.168.4.121;65.54.81.44;51071;80;0;60.776921;0.5432210000000026
X;132;TCP;192.168.2.106;208.111.160.6;3015;80;0;60.897259;0.12033799999999673
A;134;TCP;192.168.2.106;208.111.160.6;3016;80;0;60.984186;0.08692700000000286
X;122;TCP;192.168.1.102;192.168.5.122;2398;22;0;62.013803;1.0296170000000018
A;135;TCP;192.168.1.102;192.168.5.122;2399;22;0;62.014417;6.139999999987822E-4
X;27;TCP;192.168.2.110;85,183,249,139;3918;443;0;62.541228;0.526810999999995
X;134;TCP;192.168.2.106;208.111.160.6;3016;80;0;62.649149;0.1079210000000046
X;124;TCP;192.168.2.113;192.168.5.122;4495;22;0;62.763443;0.114294000000001
A;136;TCP;192.168.2.113;192.168.5.122;4496;22;0;62.768904;0.0054609999999968295
A;137;TCP;192.168.2.106;208.111.160.6;3017;80;0;62.8498;0.08089600000000274
X;137;TCP;192.168.2.106;208.111.160.6;3017;80;0;63.521084;0.671284
A;138;TCP;192.168.4.119;142.166.14.71;4495;80;0;63.583481;0.06239699999999715
A;139;TCP;192.168.2.106;208,111,161,254;3018;80;0;63.607227;0.02374600000000271
A;140;TCP;192.168.3.115;192.168.5.122;3819;80;0;64.102896;0.49566899999999947
X;130;TCP;192.168.1.103;192.168.5.122;1709;22;0;64.369819;0.2669230000000056
A;141;TCP;192.168.1.103;192.168.5.122;1710;22;0;64.373612;0.003792999999987501
X;139;TCP;192.168.2.106;208,111,161,254;3018;80;0;64.402028;0.028416000000007102
X;113;TCP;192.168.1.104;192.168.5.122;15841;22;0;65.138274;0.7362459999999942
X;103;TCP;192.168.4.121;65.54.81.171;51069;80;0;65.854104;0.7158300000000111
A;142;TCP;192.168.2.106;12.180.55.140;3019;80;0;65.858335;0.004230999999990104
X;75;TCP;192.168.2.106;12.180.55.140;2987;80;0;65.932321;0.07398600000000499
A;143;TCP;192.168.1.104;199.7.48.190;2799;80;0;66.24871;0.3163890000000009
X;143;TCP;192.168.1.104;199.7.48.190;2799;80;0;66.24871;0.0
X;135;TCP;192.168.1.102;192.168.5.122;2399;22;0;67.379024;1.1303139999999985
A;144;TCP;192.168.1.102;192.168.5.122;2400;22;0;67.379844;8.200000000044838E-4
X;20;TCP;192.168.1.104;67.18.99.115;15828;80;0;67.793729;0.4138849999999934
X;136;TCP;192.168.2.113;192.168.5.122;4496;22;0;68.180785;0.3870560000000012
A;145;TCP;192.168.2.113;192.168.5.122;4497;22;0;68.182021;0.001236000000005788
X;141;TCP;192.168.1.103;192.168.5.122;1710;22;0;69.724437;1.5424159999999887
A;146;TCP;192.168.1.103;192.168.5.122;1711;22;0;69.72424;-1.9700000000000273E-4
A;147;TCP;192.168.2.106;72.14.204.191;3020;80;0;70.080881;0.3566410000000104
A;148;TCP;192.168.2.106;72.14.204.99;3021;80;0;70.477522;0.39664099999998825
A;149;TCP;192.168.2.106;72.14.204.191;3022;80;0;70.833682;0.3561600000000027
A;150;TCP;192.168.2.106;72.14.204.147;3023;80;0;71.045766;0.21208400000000438
A;151;TCP;192.168.2.106;72.14.204.104;3024;80;0;72.328831;1.2830649999999935
A;152;TCP;192.168.1.104;192.168.5.122;15842;22;0;72.578928;0.2500970000000109
X;144;TCP;192.168.1.102;192.168.5.122;2400;22;0;72.732295;0.1533669999999887
A;153;TCP;192.168.1.102;192.168.5.122;2401;22;0;72.732894;5.990000000082318E-4
A;154;TCP;192.168.2.106;192.168.5.122;3025;110;0;72.920591;0.187697
X;154;TCP;192.168.2.106;192.168.5.122;3025;110;0;72.941334;0.02074299999999596
A;155;TCP;192.168.2.106;72.14.204.103;3026;80;0;73.226741;0.2854070000000064
X;145;TCP;192.168.2.113;192.168.5.122;4497;22;0;73.639728;0.4129870000000011
A;156;TCP;192.168.2.113;192.168.5.122;4498;22;0;73.64365;0.003921999999988657
A;157;IMAP;192.168.5.122;192.168.3.116;143;2756;0;74.792401;1.1487510000000043
X;146;TCP;192.168.1.103;192.168.5.122;1711;22;0;75.041375;0.24897400000000403
A;158;TCP;192.168.1.103;192.168.5.122;1712;22;0;75.047022;0.005646999999996183
A;159;TCP;192.168.4.121;65.54.81.44;51072;80;0;76.041934;0.9949119999999994
X;133;TCP;192.168.4.121;65.54.81.44;51071;80;0;76.093897;0.05196300000000065
X;102;TCP;192.168.4.121;65.54.81.117;51068;80;0;76.548105;0.4542080000000084
A;160;TCP;192.168.2.106;208.111.160.6;3027;80;0;77.295964;0.7478589999999912
A;161;TCP;192.168.2.106;208,111,161,254;3028;80;0;77.418113;0.12214900000000739
X;160;TCP;192.168.2.106;208.111.160.6;3027;80;0;77.451542;0.033428999999998155
A;162;TCP;192.168.2.112;192.168.5.122;4888;110;0;77.503055;0.05151299999999992
A;163;TCP;192.168.2.106;208,111,161,254;3029;80;0;77.511192;0.008136999999990735
X;162;TCP;192.168.2.112;192.168.5.122;4888;110;0;77.51835;0.0071580000000039945
X;161;TCP;192.168.2.106;208,111,161,254;3028;80;0;77.545981;0.027630999999999517
A;164;TCP;192.168.2.106;208,111,161,254;3030;80;0;77.646545;0.10056400000000565
A;165;TCP;192.168.2.106;208.111.160.6;3031;80;0;77.716199;0.06965399999999988
A;166;TCP;192.168.2.106;208,111,161,254;3032;80;0;77.758264;0.0420649999999938
X;164;TCP;192.168.2.106;208,111,161,254;3030;80;0;77.793591;0.035327000000009434
A;167;TCP;192.168.2.106;208,111,161,254;3033;80;0;77.874851;0.08126000000000033
A;168;TCP;192.168.2.106;208.111.160.6;3034;80;0;77.893544;0.01869299999999896
X;165;TCP;192.168.2.106;208.111.160.6;3031;80;0;77.909755;0.01621099999999842
X;166;TCP;192.168.2.106;208,111,161,254;3032;80;0;77.927256;0.01750099999999577
A;169;TCP;192.168.2.106;208,111,161,254;3035;80;0;77.975502;0.048246000000006006
A;170;TCP;192.168.2.106;208.111.160.6;3036;80;0;77.998918;0.02341599999999744
X;167;TCP;192.168.2.106;208,111,161,254;3033;80;0;78.01117;0.012252000000003704
X;168;TCP;192.168.2.106;208.111.160.6;3034;80;0;78.034428;0.023257999999998447
X;152;TCP;192.168.1.104;192.168.5.122;15842;22;0;78.038267;0.0038389999999992597
A;171;TCP;192.168.1.104;192.168.5.122;15843;22;0;78.040617;0.0023499999999927468
A;172;TCP;192.168.2.106;208,111,161,254;3037;80;0;78.06117;0.020553000000006705
A;173;TCP;192.168.2.106;208,111,161,254;3038;80;0;78.095808;0.03463800000000106
X;169;TCP;192.168.2.106;208,111,161,254;3035;80;0;78.096898;0.0010899999999907095
X;170;TCP;192.168.2.106;208.111.160.6;3036;80;0;78.131125;0.03422700000000134
A;174;TCP;192.168.2.106;208,111,161,254;3039;80;0;78.15014;0.019014999999996007
X;172;TCP;192.168.2.106;208,111,161,254;3037;80;0;78.187712;0.037572000000011485
A;175;TCP;192.168.2.106;208.111.160.6;3040;80;0;78.21824;0.030527999999989675
X;173;TCP;192.168.2.106;208,111,161,254;3038;80;0;78.255454;0.037214000000005854
X;174;TCP;192.168.2.106;208,111,161,254;3039;80;0;78.311705;0.05625100000000316
X;9;TCP;192.168.2.110;212.227.0.82;3914;80;0;78.399973;0.08826799999999935
X;10;TCP;192.168.2.110;212,227,116,111;3916;80;0;78.509194;0.10922099999999091
X;153;TCP;192.168.1.102;192.168.5.122;2401;22;0;78.625018;0.11582400000000348
A;176;TCP;192.168.1.102;192.168.5.122;2402;22;0;78.701135;0.07611699999999644
X;156;TCP;192.168.2.113;192.168.5.122;4498;22;0;79.055199;0.35406400000000815
A;177;TCP;192.168.2.113;192.168.5.122;4499;22;0;79.057088;0.0018889999999913698
A;178;TCP;192.168.2.106;208.111.160.6;3041;80;0;79.686361;0.629273000000012
A;179;TCP;192.168.2.106;208.111.160.6;3042;80;0;79.686367;5.999999999062311E-6
X;175;TCP;192.168.2.106;208.111.160.6;3040;80;0;79.690646;0.004278999999996813
